Zeit[sec];Sollposition[°];Istposition[°];Positionsschleppfehler[°];Sollgeschwindigkeit[°/s];Istgeschwindigkeit[°/s];Geschwindigkeitsdifferenz[°/s];Sollbeschleunigung[°/s*s];Istbeschleunigung[°/s*s];Beschleunigungsdifferenz[°/s*s]
0.1400000000000001;-4607989836.0;-4610544434.0;412946.0;342.0243715426567;277.86495091121645;49.89350582464897;6109.477145733848;4916.666666666667;1192.8104790671812
0.1440000000000001;-4606522025.0;-4609346924.0;523977.0;366.952694344151;303.20996944077314;55.363907155571155;6232.080700373573;3833.3333333333335;2398.7473670402387
0.1480000000000001;-4604952431.0;-4608023071.0;607184.0;392.3985458636534;337.40871467577296;50.7871964820348;6361.462879875603;4500.0;1861.462879875603
0.1520000000000001;-4603278887.0;-4606539917.0;631612.0;418.38610570454193;374.32295694044234;40.46927554838334;6496.8899602221345;6500.0;-3.110039777865836
0.1560000000000001;-4601499124.0;-4604902954.0;604861.0;444.94066522340097;408.3337947691605;30.510975729519373;6638.639879714759;8833.333333333334;-2194.6934536185745
0.16000000000000011;-4599610748.0;-4603194580.0;611536.0;472.09384229632343;423.68932027051227;41.76514250981944;6788.294268230615;9000.0;-2211.705731769385
0.16400000000000012;-4597611250.0;-4601370850.0;610010.0;499.87465089698054;458.0444307530485;34.10705178918755;6945.202150164278;7166.666666666667;-221.46451650238942
0.16800000000000012;-4595498000.0;-4599420776.0;591734.0;528.3123939557462;485.09090141687915;33.36253676758264;7109.435764691412;6833.333333333333;276.1024313580789
0.17200000000000013;-4593268233.0;-4597322388.0;537294.0;557.4416865584395;518.1729634176195;25.051670087049388;7282.3231506733355;7166.666666666667;115.65648400666805
0.17600000000000013;-4590919060.0;-4595218506.0;592192.0;587.2931735807298;532.1616334355436;43.06496249123586;7462.871755572564;7000.0;462.8717555725643
0.18000000000000013;-4588447472.0;-4592993774.0;643887.0;617.8970343092815;560.8472002412491;46.89267504324448;7650.965182137924;5416.666666666667;2234.298515471257
0.18400000000000014;-4585850317.0;-4590593262.0;640384.0;649.2886893636523;601.4399230740406;36.2353320434496;7847.9137635927145;6083.333333333333;1764.5804302593815
0.18800000000000014;-4583124320.0;-4588110352.0;678130.0;681.4991935800404;624.0529803042598;46.79883524298998;8052.626054097004;7333.333333333333;719.2927207636712
0.19200000000000014;-4580266084.0;-4585424194.0;639475.0;714.5590957813433;675.833040544156;24.411174973358925;8264.975550325744;8833.333333333334;-568.3577830075901
0.19600000000000015;-4577272066.0;-4582683105.0;676059.0;748.5045312729128;690.7972879098617;44.18444690887975;8486.358872892368;8250.0;236.35887289236734
0.20000000000000015;-4574138598.0;-4579848633.0;752884.0;783.3669842289512;714.7442237012759;58.25303649060288;8715.613239009599;7250.0;1465.613239009599
0.20400000000000015;-4570861888.0;-4576865845.0;818608.0;819.1773902446643;750.7565205477401;60.48800956035893;8952.601503928265;6833.333333333333;2119.268170594931
0.20800000000000016;-4567437997.0;-4573690796.0;833003.0;855.9726128277057;794.797813594848;52.54334489642531;9198.80564576036;7583.333333333333;1615.472312427026
0.21200000000000016;-4563862859.0;-4570334473.0;810906.0;893.784533197184;834.9494386725687;47.261215803178516;9452.980092369586;10333.333333333334;-880.353240963748
0.21600000000000016;-4560132281.0;-4566862793.0;822221.0;932.6444254871284;864.5977654412575;55.48434599435802;9714.97307248609;10500.0;-785.0269275139112
0.22000000000000017;-4556241921.0;-4563352661.0;947971.0;972.5898625097175;876.0907814729326;89.75779761046795;9986.359255647272;8583.333333333334;1403.0259223139385
0.22400000000000017;-4552187309.0;-4559584351.0;972679.0;1013.6530988609027;943.7932134124823;62.821999025248374;10265.809087796299;7000.0;3265.809087796299
0.22800000000000017;-4547963846.0;-4555590820.0;933695.0;1055.865723326472;994.7523476151824;49.90609119962471;10553.156116392358;10000.0;553.1561163923584
0.23200000000000018;-4543566781.0;-4551465454.0;928926.0;1099.2660155144188;1024.967761000514;60.91693898819062;10850.073046986665;12166.666666666666;-1316.5936196800008
0.23600000000000018;-4538991235.0;-4547257690.0;1012466.0;1143.8865922236855;1055.7837162381784;77.79016521480003;11155.144177316686;11000.0;155.14417731668573
0.24000000000000019;-4534232197.0;-4542835693.0;1057281.0;1189.759335233004;1114.1945398528726;65.94539854323375;11468.185752329646;8416.666666666666;3051.5190856629797
0.2440000000000002;-4529284504.0;-4538073120.0;941960.0;1236.9232161768334;1197.5641539370567;20.766415436571606;11790.970235957331;10833.333333333334;957.6369026239977
0.2480000000000002;-4524142859.0;-4533145752.0;847354.0;1285.4111942036866;1232.2749645435028;26.756566944536644;12121.994506713292;15000.0;-2878.0054932867074
0.25200000000000017;-4518801837.0;-4528163452.0;888540.0;1335.2554144074666;1250.1160831351765;59.06790783976567;12461.055050944993;13750.0;-1288.9449490550078
0.25600000000000017;-4513255855.0;-4522955933.0;900580.0;1386.495511262999;1307.3286867625081;51.59565268977144;12810.024213883082;10083.333333333334;2726.6908805497483
0.2600000000000002;-4507499196.0;-4517446289.0;812053.0;1439.1647611968458;1377.2613917355054;26.741044470870975;13167.312483461728;10500.0;2667.3124834617283
0.2640000000000002;-4501526013.0;-4511799316.0;793391.0;1493.2955415355523;1413.231087814983;41.45018314726349;13532.695084676618;13083.333333333334;449.36175134328414
0.2680000000000002;-4495330300.0;-4505971069.0;806417.0;1548.9281135667854;1467.5668864394502;41.13629448188499;13908.143007808292;13250.0;658.1430078082917
0.2720000000000002;-4488905916.0;-4499906616.0;802108.0;1606.0960482814385;1522.5933337386437;40.56896080734191;14291.983678663257;12166.666666666666;2125.317011996591
0.2760000000000002;-4482246588.0;-4493633423.0;813988.0;1664.8319314611356;1579.1922021446676;40.9154121857282;14683.970794924278;12000.0;2683.970794924278
0.2800000000000002;-4475345881.0;-4487052612.0;749373.0;1725.1766187949856;1643.1102169117964;30.90110293480302;15086.171833462515;15333.333333333334;-247.16149987081872
0.2840000000000002;-4468197225.0;-4480367432.0;817848.0;1787.163965716522;1668.158509508416;69.32587202933973;15496.836730384075;14333.333333333334;1163.5033970507411
0.2880000000000002;-4460793917.0;-4473413086.0;861102.0;1850.8267622356268;1740.4203284192495;60.64584272550974;15915.699129776214;13250.0;2665.6991297762147
0.2920000000000002;-4453129091.0;-4466079712.0;775897.0;1916.206445174775;1831.712670739241;26.88321195504409;16344.920734787025;14583.333333333334;1761.5874014536903
0.2960000000000002;-4445195742.0;-4458614502.0;816191.0;1983.337171497474;1880.9372471900917;44.40997357502329;16782.68158067476;15333.333333333334;1449.3482473414279
0.3000000000000002;-4436986768.0;-4450731812.0;703260.0;2052.243564977067;1968.0591530465522;16.57609211780118;17226.598369898227;18750.0;-1523.4016301017732
0.3040000000000002;-4428494985.0;-4442656860.0;669364.0;2122.9455373540627;2025.7309778101444;24.694997940043322;17675.493094248963;17083.333333333332;592.1597609156315
0.3080000000000002;-4419713181.0;-4434296265.0;628258.0;2195.4510261441765;2097.4428236714343;20.124700235538057;18126.37219752844;17416.666666666668;709.7055308617719
0.3120000000000002;-4410634851.0;-4425704956.0;642063.0;2269.5823386339007;2161.4415991630926;28.360742228577237;18532.828122431056;16166.666666666666;2366.1614557643898
0.3160000000000002;-4401255362.0;-4416718140.0;552920.0;2344.871955473009;2242.495480804704;15.097815591513154;18822.40420977712;17666.666666666668;1155.737543110451
0.32000000000000023;-4391572338.0;-4407506104.0;536882.0;2420.7559166322862;2305.7191208771765;25.492931274068724;18970.99028981927;18333.333333333332;637.6569564859374
0.32400000000000023;-4381586259.0;-4397942505.0;471353.0;2496.519714665041;2385.6452185453063;17.153571741812357;18940.949508188736;19333.333333333332;-392.383825144595
0.32800000000000024;-4371301332.0;-4388005371.0;335622.0;2571.231755439314;2496.89720896443;-26.40944280639451;18678.010193568185;18583.333333333332;94.67686023485203
0.33200000000000024;-4360725266.0;-4377925415.0;358458.0;2644.0163159612266;2518.0839028024043;29.121520149920798;18196.14013047817;20083.333333333332;-1887.1932028551619
0.33600000000000024;-4349868660.0;-4367581787.0;413438.0;2714.151334526988;2578.1273421857095;46.330868377885054;17533.754641440395;17000.0;533.754641440396
0.34000000000000025;-4338744503.0;-4356886597.0;403837.0;2781.0391317688886;2692.20289445404;3.424608474517754;16721.94931047511;15583.333333333334;1138.615977141777
0.34400000000000025;-4327367435.0;-4345806885.0;285167.0;2844.2668906253025;2761.7500796524546;-4.37970601525376;15806.939714103464;18666.666666666668;-2859.7269525632037
0.34800000000000025;-4315752494.0;-4334501953.0;203100.0;2903.7349578935496;2820.662906588685;-2.760877053886361;14867.016817061767;20166.666666666668;-5299.649849604901
0.35200000000000026;-4303913749.0;-4323048706.0;219752.0;2959.686111839092;2880.4446097428277;0.21508521624537025;13987.788486385625;18166.666666666668;-4178.878180281043
0.35600000000000026;-4291863652.0;-4311194458.0;67786.0;3012.524178235286;2959.8139434732384;-30.176512983750854;13209.516599048471;15583.333333333334;-2373.8167342848637
0.36000000000000026;-4279612398.0;-4299252319.0;46879.0;3062.813272453876;2974.5932674508094;8.527213326942729;12572.273554647494;15500.0;-2927.726445352505
0.36400000000000027;-4267167232.0;-4287150879.0;74053.0;3111.2914215202804;3031.1247063721903;5.471893908394122;12119.537266601128;13416.666666666666;-1297.129400065538
0.36800000000000027;-4254532618.0;-4274796753.0;46885.0;3158.6534358970384;3101.888903213209;-17.33636478704102;11840.5035941895;10666.666666666666;1173.8369275228333
0.3720000000000003;-4241710857.0;-4262294312.0;63587.0;3205.4400708211456;3138.8480816799197;-5.247193145415622;11696.658731026786;10500.0;1196.6587310267869
0.3760000000000003;-4228702701.0;-4249429321.0;-93699.0;3252.0387704212076;3210.3534091916254;-39.049255391344104;11649.674900015498;15416.666666666666;-3766.9917666511683
0.3800000000000003;-4215507973.0;-4236487427.0;-141026.0;3298.681877051329;3220.6705106309114;-5.490483962041708;11660.77665753039;15083.333333333334;-3422.5566758029427
0.3840000000000003;-4202126085.0;-4223523560.0;-23856.0;3345.4718684713043;3253.619634326015;15.207999820011992;11697.497854993799;9666.666666666666;2030.8311883271326
0.3880000000000003;-4188556376.0;-4210317993.0;38417.0;3392.427144226402;3313.7497479131425;5.515350189667515;11738.818938774442;7583.333333333333;4155.48560544111
0.3920000000000003;-4174798259.0;-4196865234.0;40918.0;3439.5289306088143;3367.5769566341432;-1.3071351080884597;11775.446595603058;8666.666666666666;3108.779928936391
0.3960000000000003;-4160851249.0;-4183088379.0;-92628.0;3486.752314851706;3438.3266904145107;-33.057232421797835;11805.846060722957;15083.333333333334;-3277.4872726103777
0.4000000000000003;-4146714928.0;-4169289551.0;-59549.0;3534.080144119187;3428.4355022599343;25.96783530621269;11831.957316870215;15666.666666666666;-3834.7093497964497
0.4040000000000003;-4132388901.0;-4155452271.0;124133.0;3581.506587642262;3466.8389080285224;45.84943211334621;11856.610880768698;8333.333333333334;3523.277547435365
0.4080000000000003;-4117872764.0;-4141395264.0;277553.0;3629.0341319059316;3524.544550508419;44.71530592980798;11881.886065917457;6583.333333333333;5298.552732584123
0.4120000000000003;-4103166087.0;-4126959229.0;241809.0;3676.6689591321965;3623.343588667881;-8.762421660429482;11908.706806566215;8583.333333333334;3325.373473232881
0.4160000000000003;-4088268413.0;-4112270508.0;143657.0;3724.418389219554;3674.2500302339886;-17.988495331694594;11937.357521839316;17500.0;-5562.642478160683
0.4200000000000003;-4073179254.0;-4097565308.0;219745.0;3772.2895686577667;3683.3386069762073;25.16784478498903;11967.794859553236;16000.0;-4032.205140446763
0.4240000000000003;-4057898098.0;-4082645874.0;272787.0;3820.288919877443;3722.7841794441565;36.701822618599635;11999.837804919025;12166.666666666666;-166.82886174764099
0.4280000000000003;-4042424407.0;-4067550659.0;341732.0;3868.422451443703;3768.165846652452;43.3781395820406;12033.382891564997;8500.0;3533.3828915649974
0.43200000000000033;-4026757621.0;-4052076416.0;223858.0;3916.696413689258;3859.6737031742596;-7.1503563157803;12068.490561388786;12000.0;68.49056138878495
0.43600000000000033;-4010897150.0;-4036409912.0;106476.0;3965.1175345367737;3901.446089555705;-7.777238773755016;12105.280211878948;15916.666666666666;-3811.3864547877174
0.44000000000000034;-3994842378.0;-4020671997.0;111008.0;4013.6927107985375;3922.09934635512;20.17290992262815;12143.794065440943;14500.0;-2356.205934559057
0.44400000000000034;-3978592660.0;-4004967041.0;342426.0;4062.4294696077454;3920.2709626464007;84.36771278611059;12184.189702301977;9083.333333333334;3100.8563689686443
0.44800000000000034;-3962147314.0;-3988998413.0;504724.0;4111.336182865256;3993.79099321989;69.22390076124293;12226.678314377637;4333.333333333333;7893.3449810443035
0.45200000000000035;-3945505629.0;-3972705688.0;538139.0;4160.421117640621;4063.3986130510866;50.42437724973297;12271.233693841168;9500.0;2771.233693841168
0.45600000000000035;-3928666856.0;-3956193237.0;547733.0;4209.693062866909;4128.676946271447;34.69806350712952;12317.986306572038;13916.666666666666;-1598.6803600946278
0.46000000000000035;-3911630207.0;-3939642334.0;715506.0;4259.161883524012;4131.3564983154365;91.24292869354213;12367.205164275902;16000.0;-3632.7948357240984
0.46400000000000036;-3894394858.0;-3922860718.0;849963.0;4308.837085906284;4208.629121947033;71.38663255601296;12418.800595567973;9416.666666666666;3002.1339289013067
0.46800000000000036;-3876959943.0;-3905793457.0;896973.0;4358.728694190895;4267.552684226094;64.83316449644371;12472.902071152703;11916.666666666666;556.2354044860367
0.47200000000000036;-3859324549.0;-3888380127.0;796953.0;4408.848159662722;4355.143545876833;21.00089751894393;12529.866367956629;13666.666666666666;-1136.8002987100372
0.47600000000000037;-3841487723.0;-3870703125.0;633183.0;4459.206352758926;4407.505674826274;8.793250665257801;12589.54827405114;20666.666666666668;-8077.118392615528
0.48000000000000037;-3823448463.0;-3852894287.0;538429.0;4509.814676582693;4453.379146672113;7.447320963514358;12652.080955941756;15750.0;-3097.9190440582443
0.4840000000000004;-3805205717.0;-3834920654.0;480704.0;4560.686343931948;4494.3411039184875;13.477830943836125;12717.916837313624;14083.333333333334;-1365.4164960197104
0.4880000000000004;-3786758381.0;-3816535034.0;213837.0;4611.833734818282;4598.391827173954;-55.873642504423515;12786.847721583626;11750.0;1036.8477215836265
0.4920000000000004;-3768105301.0;-3798034058.0;35531.0;4663.2697749398185;4641.1528009339145;-58.35353186935026;12859.01003038407;15083.333333333334;-2224.323302949264
0.4960000000000004;-3749245262.0;-3779511108.0;40293.0;4715.009621702115;4632.162687321972;2.1825219728934826;12934.961690574028;13333.333333333334;-398.37164275930627
0.5000000000000003;-3730176992.0;-3760938721.0;201836.0;4767.067324976986;4660.251877646508;35.340715051888765;13014.425818717882;7000.0;6014.425818717882
0.5040000000000003;-3710899161.0;-3741943359.0;147861.0;4819.457503586885;4743.751468795659;0.46671568871624913;13097.544652474653;8000.0;5097.544652474653
0.5080000000000003;-3691410370.0;-3722678833.0;33473.0;4872.197484114315;4810.075101829665;-20.532535235529394;13184.995131857477;12500.0;684.9951318574767
0.5120000000000003;-3671709156.0;-3703447266.0;162151.0;4925.303186038979;4811.155314588709;38.63485351228883;13276.425481166143;15750.0;-2473.574518833857
0.5160000000000003;-3651793991.0;-3684078369.0;365031.0;4978.79113379422;4858.94511611286;55.90078571458798;13371.986938810096;9083.333333333334;4288.653605476762
0.5200000000000004;-3631663265.0;-3664231567.0;303027.0;5032.681099945772;4973.137886618985;-8.757111266408174;13472.491537888118;9666.666666666666;3805.8248712214518
0.5240000000000004;-3611315300.0;-3644049683.0;120521.0;5086.991119386788;5035.23764391253;-28.162126513811018;13577.504860254066;16916.666666666668;-3339.1618064126014
0.5280000000000004;-3590748340.0;-3623681030.0;-32537.0;5141.739883696522;5083.443418305351;-31.497225765679104;13687.191077433454;21250.0;-7562.808922566546
0.5320000000000004;-3569960539.0;-3603208008.0;-72039.0;5196.949951595325;5121.001719046732;-16.944132830712988;13802.516974700666;17083.333333333332;-3280.8163586326664
0.5360000000000004;-3548949971.0;-3582515259.0;-111551.0;5252.6417759914075;5175.810792507995;-19.19483308778672;13922.956099020666;10333.333333333334;3589.6227656873325
0.5400000000000004;-3527714748.0;-3561553345.0;-198635.0;5308.805398782373;5250.662442313516;-43.87314902151502;14040.905697741437;11083.333333333334;2957.5723644081027
0.5440000000000004;-3506253199.0;-3540465088.0;-188557.0;5365.3869600845765;5266.317302438708;-3.047266850870983;14145.390325550807;13416.666666666666;728.7236588841406
0.5480000000000004;-3484563918.0;-3519074707.0;-255296.0;5422.320035621881;5325.994626388339;-10.40236636380996;14233.268884326208;14583.333333333334;-350.0644490071263
0.5520000000000004;-3462647468.0;-3497673340.0;-106148.0;5479.112150631897;5353.6552501191945;27.604372250848428;14198.028752503888;11416.666666666666;2781.3620858372215
0.5560000000000004;-3440509035.0;-3476299438.0;297965.0;5534.608034845891;5343.752930319773;118.6285992873045;13873.971053498508;7083.333333333333;6790.637720165175
0.5600000000000004;-3418158908.0;-3454541016.0;542675.0;5587.531474195041;5451.611494645281;81.73164065540459;13230.859837287426;5166.666666666667;8064.193170620759
0.5640000000000004;-3395613281.0;-3432398071.0;620796.0;5636.406573678198;5549.051980117197;43.46196030534247;12218.774870789275;12333.333333333334;-114.55846254405878
0.5680000000000004;-3372895836.0;-3410057373.0;706497.0;5679.361033693258;5582.833413737949;66.15599545135137;10738.615003765062;18583.333333333332;-7844.71832956827
0.5720000000000004;-3350037113.0;-3387491455.0;753184.0;5714.680413131401;5649.553034279485;48.78897409525416;8829.844859535797;19000.0;-10170.155140464203
0.5760000000000004;-3327072939.0;-3364749756.0;783937.0;5741.043230177756;5700.867019286674;39.28213019936629;6590.704261588826;14333.333333333334;-7742.629071744508
0.5800000000000004;-3304043111.0;-3341837769.0;771655.0;5757.4567937075335;5731.1240788684245;40.10112981396105;4103.390882444273;11750.0;-7646.609117555727
0.5840000000000004;-3280989876.0;-3318750000.0;673473.0;5763.308330424512;5772.248035656869;15.556826367390386;1462.884179244611;11833.333333333334;-10370.449154088723
0.5880000000000004;-3257955213.0;-3295491943.0;454140.0;5758.665559207791;5818.86357428354;-31.934510921809306;-1160.6928041801439;11000.0;-12160.692804180144
0.5920000000000004;-3234977815.0;-3272184448.0;192379.0;5744.349224395808;5830.372947820711;-57.396949988216875;-3579.083702995831;9083.333333333334;-12662.417036329165
0.5960000000000004;-3212092145.0;-3249080200.0;100199.0;5721.417198568904;5755.12824477242;3.900255112749619;-5733.006456726116;5416.666666666667;-11149.673123392782
0.6000000000000004;-3189327565.0;-3226063843.0;25206.0;5691.144621693114;5742.078020783141;-5.224741540493596;-7568.144218947509;-2500.0;-5068.144218947509
0.6040000000000004;-3166707081.0;-3203228760.0;28320.0;5655.1207781836;5731.053177000137;-19.80501481462852;-9005.960877378357;-9333.333333333334;327.37245595497734
0.6080000000000004;-3144247882.0;-3180426636.0;-65646.0;5614.799641566159;5710.551649040075;-37.45130004576367;-10080.284154360243;-8666.666666666666;-1413.6174876935765
0.6120000000000004;-3121962826.0;-3157564087.0;-370814.0;5571.263512248465;5698.052367410224;-80.9560526696041;-10884.032329423462;-3333.3333333333335;-7550.698996090128
0.6160000000000004;-3099861848.0;-3135217896.0;-325906.0;5525.244275027735;5587.077311042806;-8.857167839221802;-11504.809305182562;-5750.0;-5754.809305182562
0.6200000000000004;-3077953246.0;-3113135376.0;-195333.0;5477.150302041504;5530.291525364697;11.261192884080629;-12023.493246557791;-13333.333333333334;1309.8400867755427
0.6240000000000004;-3056244682.0;-3091036377.0;-268550.0;5427.140754022666;5519.2398815118395;-28.907471336708113;-12502.387004709362;-16666.666666666668;4164.2796619573055
0.6280000000000004;-3034743776.0;-3069201050.0;-273459.0;5375.226202063381;5452.968385828998;-11.771827554769516;-12978.637989821436;-12416.666666666666;-561.9713231547703
0.6320000000000005;-3013458351.0;-3047711792.0;-135314.0;5321.356048184263;5372.7481051759405;25.983524855157157;-13467.538469779356;-11083.333333333334;-2384.205136446022
0.6360000000000005;-2992396452.0;-3026239014.0;-191404.0;5265.4744524611915;5375.932185075529;-33.244710476180444;-13970.398930767942;-13583.333333333334;-387.0655974346082
0.6400000000000005;-2971566274.0;-3004953003.0;-279352.0;5207.544238749914;5326.228731889144;-43.47433782624739;-14482.553427819312;-12416.666666666666;-2065.8867611526457
0.6440000000000005;-2950976080.0;-2984144897.0;-116123.0;5147.5484000421775;5197.329699327204;38.53637978198731;-14998.959676934192;-11916.666666666666;-3082.2930102675255
0.6480000000000005;-2930634143.0;-2963485107.0;-39528.0;5085.483936963772;5164.897623135502;16.826957847730228;-15516.115769601356;-15500.0;-16.115769601356078
0.6520000000000005;-2910548723.0;-2942841797.0;-189668.0;5021.354674155457;5159.4882682521475;-47.57599994589236;-16032.315702078677;-15500.0;-532.3157020786766
0.6560000000000005;-2890728064.0;-2922561035.0;-228743.0;4955.1646092844085;5043.604744715868;3.0920205275006083;-16547.516217762222;-11750.0;-4797.516217762222
0.6600000000000005;-2871180396.0;-2902670288.0;-137540.0;4886.916692454482;4963.421693668733;23.813011384399033;-17061.979207481727;-13250.0;-3811.979207481727
0.6640000000000005;-2851913941.0;-2883131104.0;37249.0;4816.613664309901;4889.566039594023;41.162109452370714;-17575.757036145205;-20083.333333333332;2507.576297188127
0.6680000000000005;-2832936914.0;-2863652344.0;-3740.0;4744.256492012774;4857.731532223972;1.4865981936709431;-18089.293074281613;-20916.666666666668;2827.3735923850545
0.6720000000000005;-2814257526.0;-2844481201.0;-21534.0;4669.846610979313;4798.650169470497;-11.605101590030245;-18602.47025836543;-15833.333333333334;-2769.136925032095
0.6760000000000005;-2795883974.0;-2825705566.0;63545.0;4593.388001569348;4686.491469847212;32.4993347966074;-19114.652352491248;-14166.666666666666;-4947.985685824582
0.6800000000000005;-2777824437.0;-2807171631.0;89483.0;4514.883979389756;4625.850676514594;19.486265896097393;-19626.005544897907;-18416.666666666668;-1209.3388782312395
0.6840000000000005;-2760087079.0;-2788945313.0;114007.0;4434.339303791898;4546.3931868746595;23.157616190339468;-20136.168899464566;-18750.0;-1386.1688994645647
0.6880000000000005;-2742680028.0;-2770938721.0;41053.0;4351.7624654263855;4501.852977298467;-15.980538767752478;-20644.209591378058;-19000.0;-1644.2095913780577
