Zeit[sec];Sollposition[°];Istposition[°];Positionsschleppfehler[°];Sollgeschwindigkeit[°/s];Istgeschwindigkeit[°/s];Geschwindigkeitsdifferenz[°/s];Sollbeschleunigung[°/s*s];Istbeschleunigung[°/s*s];Beschleunigungsdifferenz[°/s*s]
0.0;0.0;-5493.0;5493.0;-0.0;-1.6965027168446487;2.0260827168446487;0.0;0.0;0.0
0.004;0.0;-5493.0;5493.0;-0.0;-2.7006994318040727;3.0302794318040727;0.0;0.0;0.0
0.008;0.0;5493.0;-5493.0;-0.0;2.4752949094659558;-2.8048749094659557;0.0;0.0;0.0
0.012;0.0;0.0;0.0;-0.0;1.2898026631825996;-1.2898026631825996;0.0;0.0;0.0
0.016;0.0;5493.0;-5493.0;-0.0;2.9973569500305324;-3.3269369500305324;0.0;0.0;0.0
0.02;0.0;5493.0;-5493.0;-0.0;2.88883316902053;-3.21841316902053;0.0;0.0;0.0
0.024;0.0;-5493.0;5493.0;-0.0;-1.5846170908507902;1.9141970908507902;0.0;0.0;0.0
0.028;0.0;5493.0;-5493.0;-0.0;1.7552637364237675;-2.0848437364237675;0.0;0.0;0.0
0.032;0.0;0.0;0.0;-0.0;-0.5418181496147908;0.5418181496147908;0.0;0.0;0.0
0.036000000000000004;0.0;5493.0;-5493.0;-8.656712308009771e-37;3.345818298549572;-3.675398298549572;-2.1641780770024428e-34;0.0;-2.1641780770024428e-34
0.04000000000000001;0.0;-5493.0;5493.0;-6.895653842455547e-36;-2.7705673438223317;3.1001473438223317;-1.5074956529136425e-33;0.0;-1.5074956529136425e-33
0.04400000000000001;0.0;5493.0;-5493.0;-2.6880786058480704e-35;2.5070849104039667;-2.8366649104039667;-4.9962830540062894e-33;0.0;-4.9962830540062894e-33
0.048000000000000015;0.0;0.0;0.0;-6.784374351251783e-35;0.20597657623483592;-0.20597657623483592;-1.024073936350928e-32;0.0;-1.024073936350928e-32
0.05200000000000002;0.0;-5493.0;5493.0;-1.2298789465702571e-34;-1.3424520473569566;1.6720320473569565;-1.378603778612697e-32;0.0;-1.378603778612697e-32
0.05600000000000002;0.0;5493.0;-5493.0;-1.6756708820999455e-34;2.269410289001788;-2.598990289001788;-1.1144798388242209e-32;83.33333333333333;-83.33333333333333
0.060000000000000026;0.0;5493.0;-5493.0;-1.7302632704639834e-34;3.7580053912360767;-4.087585391236077;-1.3648097091009478e-33;-83.33333333333333;83.33333333333333
0.06400000000000003;0.0;-5493.0;5493.0;-1.2843425868331854e-34;-1.7463259559519273;2.075905955951927;1.1148017090769951e-32;0.0;1.1148017090769951e-32
0.06800000000000003;0.0;-5493.0;5493.0;-4.8093834939471365e-35;-1.9627696818806601;2.29234968188066;2.0085105935961795e-32;-83.33333333333333;83.33333333333333
0.07200000000000004;0.0;5493.0;-5493.0;3.996863720794945e-35;2.0080077550097353;-2.3375877550097353;2.2015618036855205e-32;83.33333333333333;-83.33333333333333
0.07600000000000004;0.0;5493.0;-5493.0;1.1031367616851377e-34;0.16363439036384422;-0.4932143903638442;1.758625974014108e-32;83.33333333333333;-83.33333333333333
0.08000000000000004;0.0;-5493.0;5493.0;1.483723212442906e-34;-5.420128437274187;5.749708437274187;9.51466126894421e-33;0.0;9.51466126894421e-33
0.08400000000000005;0.0;5493.0;-5493.0;1.515030691226871e-34;1.6913768246254572;-2.0209568246254572;7.826869695991222e-34;-83.33333333333333;83.33333333333333
0.08800000000000005;0.0;5493.0;-5493.0;1.2729405861986375e-34;1.4553877978214471;-1.784967797821447;-6.052252625705836e-33;-83.33333333333333;83.33333333333333
0.09200000000000005;0.0;-5493.0;5493.0;8.954060085607323e-35;-1.5489747560967824;1.8785547560967824;-9.43836444094763e-33;-83.33333333333333;83.33333333333333
0.09600000000000006;0.0;5493.0;-5493.0;5.206113243054137e-35;0.7069056547285665;-1.0364856547285664;-9.369867106382964e-33;166.66666666666666;-166.66666666666666
0.10000000000000006;0.0;5493.0;-5493.0;2.3568231372524096e-35;0.07878475075556565;-0.40836475075556566;-7.123225264504319e-33;0.0;-7.123225264504319e-33
0.10400000000000006;0.0;5493.0;-5493.0;6.463333278595749e-36;1.4070571576163529;-1.7366371576163528;-4.276224523482087e-33;83.33333333333333;-83.33333333333333
0.10800000000000007;0.0;5493.0;-5493.0;-1.2097847913194331e-36;2.0217104460964515;-2.3512904460964514;-1.9182795174787955e-33;-166.66666666666666;166.66666666666666
0.11200000000000007;0.0;-5493.0;5493.0;-3.034866516834249e-36;-2.011471953276345;2.341051953276345;-4.56270431378704e-34;0.0;-4.56270431378704e-34
0.11600000000000008;0.0;-5493.0;5493.0;-2.252992787438893e-36;0.8541482420567853;-0.5245682420567853;1.95468432348839e-34;-83.33333333333333;83.33333333333333
0.12000000000000008;0.0;-10986.0;10986.0;-9.3561213160547e-37;-4.234045942069489;4.893205942069489;3.293451639583558e-34;166.66666666666666;-166.66666666666666
0.12400000000000008;0.0;-5493.0;5493.0;-3.188341617768932e-39;1.0822945246524525;-0.7527145246524525;2.3310594749692525e-34;-166.66666666666666;166.66666666666666
0.12800000000000009;0.0;-5493.0;5493.0;3.793986309809201e-37;4.897565670612545;-4.567985670612545;9.564674314967226e-35;0.0;9.564674314967226e-35
0.1320000000000001;0.0;-16479.0;16479.0;3.828889648495235e-37;0.180969861619714;0.8077701383802862;8.725834671508562e-37;-83.33333333333333;83.33333333333333
0.1360000000000001;0.0;-16479.0;16479.0;2.316434178189291e-37;0.7141572871065771;0.27458271289342306;-3.7811386757648613e-35;166.66666666666666;-166.66666666666666
0.1400000000000001;0.0;-21973.0;21973.0;7.814702276346814e-38;-1.0299707899474497;2.3483507899474496;-3.8374098763865236e-35;83.33333333333333;-83.33333333333333
0.1440000000000001;0.0;-27466.0;27466.0;-1.5424686510510064e-38;-3.026963108719069;4.674923108719069;-2.339292731849455e-35;0.0;-2.339292731849455e-35
0.1480000000000001;0.0;-21973.0;21973.0;-4.782567724847185e-38;-0.4619728341445888;1.780352834144589;-8.100247684490446e-36;0.0;-8.100247684490446e-36
0.1520000000000001;0.0;-21973.0;21973.0;-4.2695426899157e-38;-0.2676439650247824;1.5860239650247825;1.2825625873287132e-36;0.0;1.2825625873287132e-36
0.1560000000000001;0.0;-21973.0;21973.0;-2.4313677819422604e-38;-0.7579637771005551;2.076343777100555;4.595437269933599e-36;0.0;4.595437269933599e-36
0.16000000000000011;0.0;-16479.0;16479.0;-7.663733137599348e-39;0.31152850365060003;0.6772114963494001;4.162486170455814e-36;0.0;4.162486170455814e-36
