Zeit[sec];X_Act[mm];Y_Act[mm];Z_Act[mm];A_Act[°];B_Act[°];C_Act[°];AxisPos_Act1[°];AxisPos_Act2[°];AxisPos_Act3[°];AxisPos_Act4[°];AxisPos_Act5[°];AxisPos_Act6[°];GearTorq_Act2[Nm];GearTorq_Act3[Nm];GearTorq_CmdIpo2[Nm];GearTorq_CmdIpo3[Nm];DriveMotorTorq_Cmd2[Nm];DriveMotorTorq_Cmd3[Nm];DriveMotorTorq_Act2[Nm];DriveMotorTorq_Act3[Nm];CartVel_Act[m/s]
0.0;383.2029914794875;-26.937999725341804;577.6548892286838;-0.03001527460022934;0.5030942443154444;-0.01926129227684215;-0.0;-1.9198612048729906;1.9198618191323775;-0.0;-0.0;0.0;-0.15098938807769566;-11.020153324097675;-2.854668576570812;-11.030615994579493;-0.031468785694929384;-0.12359495650278403;-0.0016643451066765396;-0.12343997323852152;0.3302714127487467
0.012;383.2027067976082;-26.937902253442125;577.6549546103998;-0.030013584134294623;0.5030945057006458;-0.01925778609441751;-0.0;-1.9198622616513839;1.9198618191323775;-1.1983866976506066e-06;1.225862935868345e-06;-1.8798222708244806e-06;-0.19099203010038468;-10.943982722090293;-2.854668576570812;-11.030615994579493;-0.031468785694929384;-0.12359495650278403;-0.002278872290166182;-0.12262165514947108;0.0
0.024;383.2024997045481;-26.938037672238337;577.65568923035;-0.030015898896197123;0.5030920955534972;-0.01926258712553169;-0.0;-1.9198633186221632;1.9198618191323775;1.1983866976506066e-06;-0.0;0.0;-0.209389988871532;-11.03324712523395;-2.854668576570812;-11.030615994579493;-0.031468785694929384;-0.12359495650278403;-0.00243250398456912;-0.12362181652923195;0.06459769983819609
0.036000000000000004;383.2029789485691;-26.937999725341804;577.6544035599665;-0.03001529234119944;0.50309531801576;-0.01926132907321011;-0.0;-1.9198612048729906;1.9198628933165323;-0.0;-0.0;0.0;-0.25244380697787966;-11.603812304978755;-2.820936622965482;-10.983224807839068;-0.031468785694929384;-0.12359495650278403;-0.0024581089878662984;-0.12347740138477897;0.06459769983819609
0.048;383.20297894853815;-26.937978147677498;577.6543852034625;-0.030014917497895314;0.5030953384660493;-0.019260551612863035;-0.0;-1.9198612048729906;1.9198628933165323;1.1983866976506066e-06;-0.0;-1.8798222708244806e-06;-0.2423368218833175;-11.026290602758262;-2.7532614464511718;-10.88797024069428;-0.03139322413642045;-0.12355172141184491;-0.002790977673950898;-0.12357900633409402;0.00236078614927709
0.06;383.202940130874;-26.937902253442125;577.6540851168213;-0.03001361932685985;0.503096635703463;-0.019257859086858977;-0.0;-1.9198612048729906;1.9198628933165323;-1.1983866976506066e-06;1.225862935868345e-06;-1.8798222708244806e-06;-0.20557779429450324;-11.02083385469677;-2.6861632209935196;-10.792738136170646;-0.030709668473925325;-0.12298896051216385;-0.0022660691610946124;-0.12348273226551003;0.025996625924851628
0.072;383.2024871747263;-26.93794020072028;577.6551206408471;-0.030014223381722858;0.5030932616325781;-0.019259111950650467;-0.0;-1.9198633186221632;1.9198628933165323;-0.0;-0.0;-1.8798222708244806e-06;-0.1750985525054042;-11.034198720131222;-2.653801519025723;-10.745166357139976;-0.029958780455405804;-0.12199985379735619;-0.00215724651399359;-0.12363247865693246;0.09424109350594333
0.08399999999999999;383.20231898843787;-26.937880676003566;577.650298278181;-0.030013568421405214;0.5031162617953494;-0.019257753485578417;-0.0;-1.9198612048729906;1.9198628933165323;-0.0;2.0840339414369115e-05;-3.759644541648961e-06;-0.2282060462750025;-10.924407752764354;-2.655924420637144;-10.745215057305456;-0.02930237769325392;-0.12100064811660685;-0.0021444437048260523;-0.1224023277620656;0.4021384772052258
0.09599999999999999;383.19686810193383;-26.938059249868132;577.6215562739864;-0.030019210345173995;0.503269750505684;-0.019269454417176438;-0.0;-1.9198633186221632;1.9198618191323775;-0.0;0.000177755481737768;1.8798222708244806e-06;-0.06823484527615918;-10.291188156936348;-2.658719155918057;-10.745291795436648;-0.02913847516066901;-0.12042773863975038;-0.0010370145741024814;-0.1214128095532161;2.4379050127231316
0.10799999999999998;383.1451093546909;-26.938485858238398;577.3110446446404;-0.030046524814922464;0.5048848108518627;-0.01932349560048991;1.2135561495196013e-06;-1.919864375400556;1.9198628933165323;-1.1983866976506066e-06;0.0017934910355439687;1.8798222708244806e-06;-0.05014605798060411;-10.792535315646441;-2.662178506071307;-10.74539861450318;-0.029269977651766716;-0.12036571862950647;-0.0005249085271544729;-0.11480682611582489;26.233013041663707
