Zeit[sec];X_Act[mm];Y_Act[mm];Z_Act[mm];A_Act[°];B_Act[°];C_Act[°];AxisPos_Act1[°];AxisPos_Act2[°];AxisPos_Act3[°];AxisPos_Act4[°];AxisPos_Act5[°];AxisPos_Act6[°];GearTorq_Act2[Nm];GearTorq_Act3[Nm];GearTorq_CmdIpo2[Nm];GearTorq_CmdIpo3[Nm];DriveMotorTorq_Cmd2[Nm];DriveMotorTorq_Cmd3[Nm];DriveMotorTorq_Act2[Nm];DriveMotorTorq_Act3[Nm];CartVel_Act[m/s]
0.0;266.0747472999973;1.1756659239700238e-07;609.320105138366;0.0;1.5707962401689677;-4.4185550780776083e-10;-4.4185550683400743e-10;-1.9198622333705855;1.9198621478604976;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-11.094543178540132;-21.85200060481544;2.1752702811157585;-12.192834598520529;-0.11618432475747624;-0.23256790585815912;-0.11618460716383239;-0.23259981532307547;41432.67345221014
0.012;266.0747559095167;1.1756659620116593e-07;609.3200920498141;0.0;1.5707962875634658;-4.4185550780776196e-10;-4.4185550683400743e-10;-1.9198622020116056;1.9198621638960158;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-11.094837165487549;-21.847259713036408;2.1752702811157585;-12.192834598520529;-0.11618432482771136;-0.23256790595255955;-0.11618487571751646;-0.2325485161949555;0.0013055278059932404
0.024;266.0747597155417;1.1756659788287903e-07;609.3200862173256;0.0;1.5707963086508239;-4.418555078077623e-10;-4.4185550683400743e-10;-1.9198621881597862;1.9198621711315544;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-11.094492460224737;-21.84926301342205;2.1752702811157585;-12.192834598520529;-0.11618432484717807;-0.2325679059045882;-0.11618005051166976;-0.2325694614028648;0.0
0.036000000000000004;266.0747613545185;1.1756659860706999e-07;609.3200837015659;0.0;1.5707963177436837;-4.4185550780776243e-10;-4.4185550683400743e-10;-1.919862182195808;1.919862174260436;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-11.09495610645919;-21.84923188544761;2.1752702811157585;-12.192834598520529;-0.11618432483956916;-0.23256790590710436;-0.11618438272431238;-0.2325689820340159;0.0002502122998272272
0.048;266.0747620938183;1.1756659893373369e-07;609.3200825802091;0.0;1.5707963218059784;-4.4185550780776243e-10;-4.4185550683400743e-10;-1.919862179502399;1.9198621756293217;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-11.094993246005954;-21.849112454806267;-12.363684319698512;-24.563067210781206;-0.11618432484000783;-0.2325679059097029;-0.1161845191804251;-0.23256763637525346;0.0002502122998272272
0.06;266.07476241066115;1.1756659907373242e-07;609.3200820996277;0.0;1.5707963235469617;-4.4185550780776243e-10;-4.4185550683400743e-10;-1.9198621783480807;1.9198621762159869;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-11.094979726561276;-21.849139100858288;-16.032454322902517;-32.10301982938918;-0.11798375347852064;-0.23989184910257272;-0.11618428379960388;-0.23256788906441708;4.796902122606499e-05
0.072;266.0746405670887;-0.004196714179774941;609.3253064671756;1.6457401791210314e-05;1.5707809305935254;3.2230096887089526e-05;1.5772695099700147e-05;-1.9198614166903967;1.9198460216048745;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-11.101903162970876;-19.680400181108862;-19.82990677060406;-39.51182357551419;-0.095579654421247;-0.34966789310536983;-0.11621152093582683;-0.23266433610533976;0.5585339071168081
0.08399999999999999;266.057378781931;-0.10513494429534696;609.4553148975232;-0.0003939589456134348;1.5703827905162453;1.1999455892305196e-06;0.00039515889130526907;-1.9198992756368454;1.9194857404740353;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;0.1372397448835318;-14.45831733456088;-22.006206070286982;-42.971927667807854;-0.031102914219224367;-0.4818144637874441;-0.11605555921067408;-0.23635174932061498;13.791273159291878
0.09599999999999999;266.0714983842519;-0.4243020629817345;609.9554334401507;-0.001594423595616694;1.5689374816714796;2.6695096006502193e-07;0.0015946905470379592;-1.9197196236948098;1.9178607796872338;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-22.878400779521048;-13.03594792189946;-22.539999459735636;-42.57045544805195;-0.037406926722050315;-0.6180039323404521;-0.11156085260595651;-0.2513705904094958;49.45435348895661
0.10799999999999998;266.20260333296454;-1.1159223973606902;611.2358251036458;-0.004191888544257178;1.565341737276643;9.097222419526291e-08;0.004191979517834719;-1.9188626279776453;1.9134080395752326;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-24.806388338823126;-10.730100841574442;-23.291607054409134;-42.16264876570906;-0.042616674061257145;-0.7061181408711873;-0.10383302869565296;-0.27906882196568655;121.76166295198425
0.11999999999999998;266.5404888547981;-2.3653717119968967;613.6669332808098;-0.008874069254792151;1.5586210304026202;4.0754370652344933e-08;0.008874110012183661;-1.9168164202769722;1.9046411250005368;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-27.201307588133872;-9.44128279953512;-24.27001745745992;-41.762632404559795;-0.04484117730853861;-0.7236330304175964;-0.09663170811530401;-0.31823415278813627;229.51605264771507
0.13199999999999998;267.0959162097765;-4.260797804551195;617.4642427774208;-0.01595093865512789;1.5481815065811058;2.1938554455215456e-08;0.01595096059929356;-1.9133494903244916;1.8907346712265418;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-28.17536222878076;-10.394477867114368;-25.485596348528762;-41.38159954954659;-0.04911091604687907;-0.720225201960923;-0.08978961085500715;-0.3633214145626496;356.68904440651426
0.144;267.7877711818118;-6.854753911428485;622.68932183538;-0.025592108636421564;1.5337953824124921;1.3404916975030842e-08;0.02559212205051991;-1.908548176126127;1.8715472328595635;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-27.434406038739017;-13.297634569760655;-26.934514101499662;-41.00343041338157;-0.05533661757559639;-0.7207235225903758;-0.08322910429043621;-0.40922600744346016;489.53437449342533
0.156;268.5232366675154;-10.15337682962227;629.2987908852913;-0.03779389743412817;1.5155389343498116;8.971033312687821e-09;0.037793906418874916;-1.9024953506166857;1.8472379592874417;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-26.734083710734005;-17.03723890407331;-28.620137219841666;-40.627340629487676;-0.0639983589665213;-0.7223978964150759;-0.07712710642874142;-0.4549519812374559;618.6168644691511
0.168;269.2095952405946;-14.143993314312224;637.2422312638294;-0.05249069593194978;1.4935138627602649;6.408087130456479e-09;0.05249070235922105;-1.895207076904696;1.8179246139859053;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-26.45384347954427;-20.683151224399975;-30.36054780018152;-39.9862957718915;-0.07514088870752195;-0.7241535551873858;-0.07168464359834337;-0.5007696282138491;742.9967085509338
0.18000000000000002;269.7368374957556;-18.818716022414343;646.483204008982;-0.06965407783093724;1.4677647081838123;4.799147528569648e-09;0.06965408265567063;-1.886693276740619;1.7836616592453758;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-26.28915022903247;-24.173060825563024;-31.1820270790271;-37.818926420312216;-0.08857948447499134;-0.7257095377770553;-0.06713178186707808;-0.5467452011692989;864.1252489295641
0.19200000000000003;269.97836052725677;-24.164462086588028;656.9842361523722;-0.08926730584403131;1.43831833914359;3.723748408575474e-09;0.08926730960069705;-1.876961598445047;1.7444836119095815;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-26.24163515318837;-27.62564707670857;-28.725105749578002;-31.502419675850703;-0.10268155986266699;-0.7215569061726232;-0.06369838160827754;-0.5928869440848533;982.1568103577794
0.20400000000000004;269.79747927443435;-30.150290991359988;668.6913116236972;-0.11128981873167633;1.405227631576199;2.9696341549684648e-09;0.11128982174248393;-1.8660104028860105;1.7004417087831538;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-26.361494196457418;-31.09177239821443;-25.275658373502562;-25.043123449888213;-0.11137823682369567;-0.6895548770445146;-0.06148713873414887;-0.6385732165893638;1095.8205917826776
0.21600000000000005;269.0667963524967;-36.69811347700307;681.487588732323;-0.13555393354855483;1.368709005362797;2.4219603929684494e-09;0.13555393602082658;-1.8538312146738636;1.651743894357605;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-26.734984841002408;-34.373756074672144;-22.18664892415221;-20.196159917088593;-0.10767311610410354;-0.5952184706171245;-0.06152123993633742;-0.6766850244310957;1199.3996793401018
0.22800000000000006;267.6952051122418;-43.63757068421616;695.1117393946157;-0.16159083503956467;1.329381954505273;2.0153867065888023e-09;0.16159083711514144;-1.8404968682144196;1.599082497040637;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-27.19385219527994;-37.61496270032738;-21.95504734921911;-19.46993029787658;-0.0972681596055898;-0.47415224270866435;-0.06725601164945662;-0.697550190605765;1279.2543564762798
0.24000000000000007;265.5802226211479;-50.7553330303261;709.2008981122616;-0.18883412921850362;1.2881132008093241;1.7083880299865106e-09;0.18883413099749913;-1.8264118822314908;1.5437287573617593;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-25.827126295024023;-40.69071736734212;-22.068447556574387;-19.24263697463176;-0.08741126238859892;-0.3797902172955388;-0.07377819297731629;-0.6958349759215038;1327.1734812785444
0.25200000000000006;262.6694708506311;-57.83395795767001;723.3609018158231;-0.2167197862333858;1.2458886874440773;1.4731439678549894e-09;0.2167197877878595;-1.8120824928221406;1.4871748545871624;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-23.622930379495415;-42.795462597547385;-22.119504591503354;-18.97785310385092;-0.08632466771570443;-0.3476214112701396;-0.07869193693558492;-0.6734525071339562;1341.343405964561
0.26400000000000007;258.9623193769746;-64.71135534960354;737.325117702984;-0.24487244499131894;1.2033790229936625;1.2892378280400518e-09;0.24487244637275646;-1.7978664742063226;1.4304491715209295;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-22.042731684982947;-42.82181360588039;-22.10831550773454;-18.675383588562493;-0.08762948093624183;-0.3464743853081595;-0.08272131724677245;-0.6403562441287701;1333.4398077988342
0.2760000000000001;254.53894914714778;-71.28290640448296;750.9595313041418;-0.2730524203244303;1.160940724840436;1.1421571409194007e-09;0.27305242156972476;-1.7837615766176924;1.3739059757790728;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-22.375831799992884;-40.851154933328814;-22.035171448433015;-18.335147256280308;-0.08896497964313509;-0.34510200194801527;-0.08638944233543461;-0.6052834616794067;1314.049924485372
0.2880000000000001;249.46606627229383;-77.49223502311884;764.2357889734301;-0.30118249158633464;1.1186161698783068;1.0215633088799317e-09;0.3011824927220401;-1.769674342215124;1.3174941864143752;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-23.189276339392322;-37.749306735517415;-21.90056034832528;-17.95718103652121;-0.08960291179968656;-0.3419929530861992;-0.08966334548399452;-0.5701952848927628;1292.4699547218815
