Zeit[sec];X_Act[mm];Y_Act[mm];Z_Act[mm];A_Act[°];B_Act[°];C_Act[°];AxisPos_Act1[°];AxisPos_Act2[°];AxisPos_Act3[°];AxisPos_Act4[°];AxisPos_Act5[°];AxisPos_Act6[°];GearTorq_Act2[Nm];GearTorq_Act3[Nm];GearTorq_CmdIpo2[Nm];GearTorq_CmdIpo3[Nm];DriveMotorTorq_Cmd2[Nm];DriveMotorTorq_Cmd3[Nm];DriveMotorTorq_Act2[Nm];DriveMotorTorq_Act3[Nm];CartVel_Act[m/s]
0.0;266.0747546577102;1.1756659564804833e-07;609.320084862785;0.0;1.5707963072298805;-4.418555078077623e-10;-4.4185550683400743e-10;-1.919862208745129;1.9198621902959538;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-11.09125793838883;-19.720466624272834;-7.911829348684153;-20.21117285714135;-0.11618432491876929;-0.23256790586670426;-0.11614802518912493;-0.2325862975123709;33875.499063868636
0.012;266.0747591913452;1.1756659765125993e-07;609.3200829312786;0.0;1.570796317693889;-4.4185550780776243e-10;-4.4185550683400743e-10;-1.9198621910455818;1.9198621830604152;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-11.094550664690683;-19.719078932208948;-7.911829348684153;-20.21117285714135;-0.11618432484323442;-0.23256790590652873;-0.11618091088063832;-0.23257030232642903;0.0
0.024;266.07476116283095;1.1756659852237179e-07;609.3200820857967;0.0;1.570796322260463;-4.4185550780776243e-10;-4.4185550683400743e-10;-1.9198621833501264;1.9198621799315339;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-11.095197057951346;-19.71873238912076;-7.911829348684153;-20.21117285714135;-0.11618432483469839;-0.2325679059124353;-0.11618702098390256;-0.23256637595784294;0.00017876108573241034
0.036000000000000004;266.0747619999301;1.1756659889224866e-07;609.320081739569;0.0;1.5707963241621457;-4.4185550780776243e-10;-4.4185550683400743e-10;-1.9198621800795581;1.9198621785626482;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-11.094943324306803;-19.7188661899179;-10.245566613020856;-24.56785297720401;-0.11618432484059757;-0.23256790590899698;-0.11618406019183163;-0.2325680284383227;0.00017876108573241034
0.048;266.0747623950095;1.1756659906681664e-07;609.3200815573704;0.0;1.5707963251145716;-4.4185550780776243e-10;-4.4185550683400743e-10;-1.919862178540467;1.919862177975983;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-11.094971433533708;-19.718859370578578;-9.688620736303777;-32.107263450087544;-0.10879295992065179;-0.24135898840108397;-0.11618420678864161;-0.23256797894800604;3.6255655874247814e-05
0.06;266.07500773300035;-0.0004130118430884747;609.3254789373393;3.044202049030994e-05;1.57078081710412;3.199425888196872e-05;1.552238395507868e-06;-1.9198599047258254;1.9198443961508977;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-11.098743697442943;-19.67730059991655;-9.20432489483078;-39.40988347261709;0.01713519509945644;-0.36066885369557034;-0.1160886303915596;-0.23268313156672407;0.45156038615473165
0.072;266.11782112310476;-0.09745549926808324;609.4203063273361;-0.0003642029822926588;1.570549309328703;2.008850059858667e-06;0.0003662118324138061;-1.9196656110258477;1.9194185946754958;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-22.781739893189112;-14.323515970108708;-9.118491327129322;-42.59919950050617;0.10590961617816563;-0.5108140289614788;-0.11195187144837092;-0.2369389876962562;11.856334535093165
0.08399999999999999;266.34484231277384;-0.3943257852128562;609.8803667339741;-0.0014801397117657274;1.5694465785757628;3.6763950006661974e-07;0.001480507351600682;-1.9186440797417925;1.9172943326385;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-24.985494492363912;-11.959258297853268;-9.432866720782853;-41.92178785265299;0.18832839116893674;-0.669695499182365;-0.09676389964600189;-0.2535252674147897;49.393977287212515
0.09599999999999999;267.05099521811735;-1.0368165237180906;611.1290152276442;-0.0038823301559535507;1.566546591984971;1.1676447984136584e-07;0.0038824469214877983;-1.915501411840717;1.9112516781466324;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-30.30841141543242;-7.999732035169309;-9.821229412038047;-41.27257520202977;0.24834968352508513;-0.7741847001045922;-0.07335407208797588;-0.284656563366342;130.98370585116353
0.10799999999999998;268.50787429720657;-2.2100455995445625;613.5680782192046;-0.008230604665431502;1.5609491175131902;5.039042112466914e-08;0.008230655058295844;-1.9090148904812478;1.8991676823153825;8.726646259971648e-10;-1.1158410120775033e-09;-1.3688856878386898e-09;-34.88525859893775;-5.2082009657306525;-10.290990916883938;-40.60961510867708;0.2690789356669205;-0.7981808229278476;-0.04278071518179938;-0.32922054335380957;256.146540469426
